  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Penumbral   Aug 31 2022 23:44:22.248074625   Sep 01 2022 00:19:52.453152750      35.503417969
Earth Umbral      Aug 31 2022 23:44:31.125027750   Sep 01 2022 00:19:43.664090250      35.208984375
Earth Penumbral   Sep 01 2022 01:17:14.865262125   Sep 01 2022 01:52:43.839871500      35.482910156
Earth Umbral      Sep 01 2022 01:17:23.742215250   Sep 01 2022 01:52:35.050809000      35.188476563
Earth Penumbral   Sep 01 2022 02:50:07.570340250   Sep 01 2022 03:25:35.314480875      35.462402344
Earth Umbral      Sep 01 2022 02:50:16.447293375   Sep 01 2022 03:25:26.437527750      35.166503906
Earth Penumbral   Sep 01 2022 04:23:00.451199625   Sep 01 2022 04:58:26.789090250      35.438964844
Earth Umbral      Sep 01 2022 04:23:09.328152750   Sep 01 2022 04:58:18.000027750      35.144531250
Earth Penumbral   Sep 01 2022 05:55:53.332059000   Sep 01 2022 06:31:18.351590250      35.416992188
Earth Umbral      Sep 01 2022 05:56:02.209012125   Sep 01 2022 06:31:09.474637125      35.121093750
Earth Penumbral   Sep 01 2022 07:28:46.125027750   Sep 01 2022 08:04:09.914090250      35.396484375
Earth Umbral      Sep 01 2022 07:28:55.001980875   Sep 01 2022 08:04:00.949246500      35.099121094
Earth Umbral      Sep 01 2022 09:01:47.707059000   Sep 01 2022 09:36:52.335965250      35.077148438
Earth Penumbral   Sep 01 2022 09:01:38.830105875   Sep 01 2022 09:37:01.212918375      35.373046875
Earth Penumbral   Sep 01 2022 10:34:31.535184000   Sep 01 2022 11:09:52.599637125      35.351074219
Earth Umbral      Sep 01 2022 10:34:40.500027750   Sep 01 2022 11:09:43.634793375      35.052246094
Earth Penumbral   Sep 01 2022 12:07:24.328152750   Sep 01 2022 12:42:43.986355875      35.327636719
Earth Umbral      Sep 01 2022 12:07:33.292996500   Sep 01 2022 12:42:35.021512125      35.028808594
Earth Penumbral   Sep 01 2022 13:40:17.121121500   Sep 01 2022 14:15:35.373074625      35.304199219
Earth Umbral      Sep 01 2022 13:40:26.173855875   Sep 01 2022 14:15:26.408230875      35.003906250
Earth Penumbral   Sep 01 2022 15:13:10.001980875   Sep 01 2022 15:48:26.759793375      35.279296875
Earth Umbral      Sep 01 2022 15:13:19.054715250   Sep 01 2022 15:48:17.707059000      34.977539063
Earth Penumbral   Sep 01 2022 16:46:02.882840250   Sep 01 2022 17:21:18.058621500      35.252929688
Earth Umbral      Sep 01 2022 16:46:11.935574625   Sep 01 2022 17:21:09.093777750      34.952636719
Earth Penumbral   Sep 01 2022 18:18:55.763699625   Sep 01 2022 18:54:09.445340250      35.228027344
Earth Umbral      Sep 01 2022 18:19:04.816434000   Sep 01 2022 18:54:00.392605875      34.926269531
Earth Penumbral   Sep 01 2022 19:51:48.644559000   Sep 01 2022 20:27:00.832059000      35.203125000
Earth Umbral      Sep 01 2022 19:51:57.697293375   Sep 01 2022 20:26:51.779324625      34.901367188
Earth Penumbral   Sep 01 2022 21:24:41.525418375   Sep 01 2022 21:59:52.218777750      35.178222656
Earth Umbral      Sep 01 2022 21:24:50.666043375   Sep 01 2022 21:59:43.078152750      34.873535156
Earth Penumbral   Sep 01 2022 22:57:34.406277750   Sep 01 2022 23:32:43.517605875      35.151855469
Earth Umbral      Sep 01 2022 22:57:43.546902750   Sep 01 2022 23:32:34.376980875      34.847167969
Earth Umbral      Sep 02 2022 00:30:36.339871500   Sep 02 2022 01:05:25.587918375      34.820800781
Earth Penumbral   Sep 02 2022 00:30:27.199246500   Sep 02 2022 01:05:34.728543375      35.125488281
Earth Penumbral   Sep 02 2022 02:03:20.080105875   Sep 02 2022 02:38:26.027371500      35.099121094
Earth Umbral      Sep 02 2022 02:03:29.220730875   Sep 02 2022 02:38:16.798855875      34.792968750
Earth Penumbral   Sep 02 2022 03:36:13.048855875   Sep 02 2022 04:11:17.326199625      35.071289063
Earth Umbral      Sep 02 2022 03:36:22.277371500   Sep 02 2022 04:11:08.185574625      34.765136719
Earth Penumbral   Sep 02 2022 05:09:06.105496500   Sep 02 2022 05:44:08.800809000      35.044921875
Earth Umbral      Sep 02 2022 05:09:15.334012125   Sep 02 2022 05:43:59.572293375      34.737304688
Earth Penumbral   Sep 02 2022 06:41:59.162137125   Sep 02 2022 07:17:00.187527750      35.017089844
Earth Umbral      Sep 02 2022 06:42:08.478543375   Sep 02 2022 07:16:50.959012125      34.708007813
Earth Penumbral   Sep 02 2022 08:14:52.130887125   Sep 02 2022 08:49:51.486355875      34.989257813
Earth Umbral      Sep 02 2022 08:15:01.447293375   Sep 02 2022 08:49:42.169949625      34.678710938
Earth Penumbral   Sep 02 2022 09:47:45.099637125   Sep 02 2022 10:22:42.697293375      34.959960938
Earth Umbral      Sep 02 2022 09:47:54.328152750   Sep 02 2022 10:22:33.380887125      34.650878906
Earth Penumbral   Sep 02 2022 11:20:38.068387125   Sep 02 2022 11:55:33.908230875      34.930664063
Earth Umbral      Sep 02 2022 11:20:47.384793375   Sep 02 2022 11:55:24.591824625      34.620117188
Earth Penumbral   Sep 02 2022 12:53:31.125027750   Sep 02 2022 13:28:25.207059000      34.901367188
Earth Umbral      Sep 02 2022 12:53:40.441434000   Sep 02 2022 13:28:15.890652750      34.590820313
Earth Penumbral   Sep 02 2022 14:26:24.181668375   Sep 02 2022 15:01:16.505887125      34.872070313
Earth Umbral      Sep 02 2022 14:26:33.585965250   Sep 02 2022 15:01:07.101590250      34.558593750
Earth Penumbral   Sep 02 2022 15:59:17.326199625   Sep 02 2022 16:34:07.716824625      34.839843750
Earth Umbral      Sep 02 2022 15:59:26.730496500   Sep 02 2022 16:33:58.312527750      34.526367188
Earth Umbral      Sep 02 2022 17:32:19.875027750   Sep 02 2022 18:06:49.523465250      34.494140625
Earth Penumbral   Sep 02 2022 17:32:10.382840250   Sep 02 2022 18:06:58.927762125      34.809082031
Earth Penumbral   Sep 02 2022 19:05:03.527371500   Sep 02 2022 19:39:50.226590250      34.778320313
Earth Umbral      Sep 02 2022 19:05:13.019559000   Sep 02 2022 19:39:40.822293375      34.463378906
Earth Penumbral   Sep 02 2022 20:37:56.671902750   Sep 02 2022 21:12:41.525418375      34.747558594
Earth Umbral      Sep 02 2022 20:38:06.164090250   Sep 02 2022 21:12:32.033230875      34.431152344
Earth Penumbral   Sep 02 2022 22:10:49.816434000   Sep 02 2022 22:45:32.736355875      34.715332031
Earth Umbral      Sep 02 2022 22:10:59.396512125   Sep 02 2022 22:45:23.244168375      34.397460938
Earth Penumbral   Sep 02 2022 23:43:42.873074625   Sep 03 2022 00:18:23.859402750      34.683105469
Earth Umbral      Sep 02 2022 23:43:52.453152750   Sep 03 2022 00:18:14.367215250      34.365234375
Earth Penumbral   Sep 03 2022 01:16:36.017605875   Sep 03 2022 01:51:15.070340250      34.650878906
Earth Umbral      Sep 03 2022 01:16:45.597684000   Sep 03 2022 01:51:05.490262125      34.331542969
Earth Penumbral   Sep 03 2022 02:49:29.337918375   Sep 03 2022 03:24:06.281277750      34.615722656
Earth Umbral      Sep 03 2022 02:49:38.917996500   Sep 03 2022 03:23:56.701199625      34.296386719
Earth Penumbral   Sep 03 2022 04:22:22.658230875   Sep 03 2022 04:56:57.667996500      34.583496094
Earth Umbral      Sep 03 2022 04:22:32.326199625   Sep 03 2022 04:56:48.087918375      34.262695313
Earth Penumbral   Sep 03 2022 05:55:16.066434000   Sep 03 2022 06:29:49.054715250      34.549804688
Earth Umbral      Sep 03 2022 05:55:25.734402750   Sep 03 2022 06:29:39.386746500      34.227539063
Earth Penumbral   Sep 03 2022 07:28:09.298855875   Sep 03 2022 08:02:40.265652750      34.516113281
Earth Umbral      Sep 03 2022 07:28:19.054715250   Sep 03 2022 08:02:30.509793375      34.190917969
Earth Umbral      Sep 03 2022 09:01:12.287137125   Sep 03 2022 09:35:21.632840250      34.155761719
Earth Penumbral   Sep 03 2022 09:01:02.531277750   Sep 03 2022 09:35:31.388699625      34.480957031
Earth Penumbral   Sep 03 2022 10:33:55.851590250   Sep 03 2022 11:08:22.599637125      34.445800781
Earth Umbral      Sep 03 2022 10:34:05.607449625   Sep 03 2022 11:08:12.843777750      34.120605469
Earth Penumbral   Sep 03 2022 12:06:49.171902750   Sep 03 2022 12:41:13.810574625      34.410644531
Earth Umbral      Sep 03 2022 12:06:59.015652750   Sep 03 2022 12:41:03.966824625      34.082519531
Earth Penumbral   Sep 03 2022 13:39:42.580105875   Sep 03 2022 14:14:05.021512125      34.374023438
Earth Umbral      Sep 03 2022 13:39:52.423855875   Sep 03 2022 14:13:55.177762125      34.045898438
Earth Penumbral   Sep 03 2022 15:12:35.988309000   Sep 03 2022 15:46:56.232449625      34.337402344
Earth Umbral      Sep 03 2022 15:12:45.919949625   Sep 03 2022 15:46:46.388699625      34.007812500
Earth Penumbral   Sep 03 2022 16:45:29.484402750   Sep 03 2022 17:19:47.443387125      34.299316406
Earth Umbral      Sep 03 2022 16:45:39.416043375   Sep 03 2022 17:19:37.511746500      33.968261719
Earth Penumbral   Sep 03 2022 18:18:22.980496500   Sep 03 2022 18:52:38.654324625      34.261230469
Earth Umbral      Sep 03 2022 18:18:32.912137125   Sep 03 2022 18:52:28.722684000      33.930175781
Earth Penumbral   Sep 03 2022 19:51:16.476590250   Sep 03 2022 20:25:29.865262125      34.223144531
Earth Umbral      Sep 03 2022 19:51:26.408230875   Sep 03 2022 20:25:19.933621500      33.892089844
Earth Penumbral   Sep 03 2022 21:24:09.972684000   Sep 03 2022 21:58:21.076199625      34.185058594
Earth Umbral      Sep 03 2022 21:24:19.992215250   Sep 03 2022 21:58:11.056668375      33.851074219
Earth Penumbral   Sep 03 2022 22:57:03.380887125   Sep 03 2022 23:31:12.199246500      34.146972656
Earth Umbral      Sep 03 2022 22:57:13.488309000   Sep 03 2022 23:31:02.179715250      33.811523438
Earth Umbral      Sep 04 2022 00:30:06.984402750   Sep 04 2022 01:03:53.302762125      33.771972656
Earth Penumbral   Sep 04 2022 00:29:56.876980875   Sep 04 2022 01:04:03.322293375      34.107421875
Earth Penumbral   Sep 04 2022 02:02:50.460965250   Sep 04 2022 02:36:54.533230875      34.067871094
Earth Umbral      Sep 04 2022 02:03:00.656277750   Sep 04 2022 02:36:44.425809000      33.729492188
Earth Penumbral   Sep 04 2022 03:35:44.220730875   Sep 04 2022 04:09:45.919949625      34.028320313
Earth Umbral      Sep 04 2022 03:35:54.416043375   Sep 04 2022 04:09:35.724637125      33.688476563
Earth Penumbral   Sep 04 2022 05:08:38.068387125   Sep 04 2022 05:42:37.218777750      33.985839844
Earth Umbral      Sep 04 2022 05:08:48.263699625   Sep 04 2022 05:42:27.111355875      33.647460938
Earth Penumbral   Sep 04 2022 06:41:31.740262125   Sep 04 2022 07:15:28.517605875      33.946289063
Earth Umbral      Sep 04 2022 06:41:42.023465250   Sep 04 2022 07:15:18.322293375      33.604980469
Earth Penumbral   Sep 04 2022 08:14:25.412137125   Sep 04 2022 08:48:19.640652750      33.903808594
Earth Umbral      Sep 04 2022 08:14:35.695340250   Sep 04 2022 08:48:09.445340250      33.562500000
Earth Penumbral   Sep 04 2022 09:47:19.084012125   Sep 04 2022 10:21:10.851590250      33.862792969
Earth Umbral      Sep 04 2022 09:47:29.367215250   Sep 04 2022 10:21:00.568387125      33.520019531
Earth Penumbral   Sep 04 2022 11:20:12.843777750   Sep 04 2022 11:54:02.062527750      33.820312500
Earth Umbral      Sep 04 2022 11:20:23.214871500   Sep 04 2022 11:53:51.691434000      33.474609375
Earth Penumbral   Sep 04 2022 12:53:06.691434000   Sep 04 2022 13:26:53.273465250      33.776367188
Earth Umbral      Sep 04 2022 12:53:17.062527750   Sep 04 2022 13:26:42.902371500      33.430664063
Earth Penumbral   Sep 04 2022 14:26:00.539090250   Sep 04 2022 14:59:44.572293375      33.733886719
Earth Umbral      Sep 04 2022 14:26:10.910184000   Sep 04 2022 14:59:34.113309000      33.386718750
Earth Umbral      Sep 04 2022 15:59:04.845730875   Sep 04 2022 16:32:25.324246500      33.341308594
Earth Penumbral   Sep 04 2022 15:58:54.386746500   Sep 04 2022 16:32:35.783230875      33.689941406
Earth Penumbral   Sep 04 2022 17:31:48.322293375   Sep 04 2022 18:05:26.994168375      33.644531250
Earth Umbral      Sep 04 2022 17:31:58.781277750   Sep 04 2022 18:05:16.535184000      33.295898438
Earth Penumbral   Sep 04 2022 19:04:42.257840250   Sep 04 2022 19:38:18.292996500      33.600585938
Earth Umbral      Sep 04 2022 19:04:52.804715250   Sep 04 2022 19:38:07.746121500      33.249023438
Earth Penumbral   Sep 04 2022 20:37:36.193387125   Sep 04 2022 21:11:09.503934000      33.555175781
Earth Umbral      Sep 04 2022 20:37:46.828152750   Sep 04 2022 21:10:58.957059000      33.202148438
Earth Penumbral   Sep 04 2022 22:10:30.128934000   Sep 04 2022 22:44:00.714871500      33.509765625
Earth Umbral      Sep 04 2022 22:10:40.763699625   Sep 04 2022 22:43:50.080105875      33.155273438
Earth Penumbral   Sep 04 2022 23:43:24.064480875   Sep 05 2022 00:16:51.925809000      33.464355469
Earth Umbral      Sep 04 2022 23:43:34.787137125   Sep 05 2022 00:16:41.203152750      33.106933594
Earth Penumbral   Sep 05 2022 01:16:18.175809000   Sep 05 2022 01:49:43.136746500      33.416015625
Earth Umbral      Sep 05 2022 01:16:28.898465250   Sep 05 2022 01:49:32.414090250      33.058593750
Earth Penumbral   Sep 05 2022 02:49:12.375027750   Sep 05 2022 03:22:34.523465250      33.369140625
Earth Umbral      Sep 05 2022 02:49:23.185574625   Sep 05 2022 03:22:23.800809000      33.010253906
Earth Penumbral   Sep 05 2022 04:22:06.662137125   Sep 05 2022 04:55:25.998074625      33.322265625
Earth Umbral      Sep 05 2022 04:22:17.560574625   Sep 05 2022 04:55:15.187527750      32.960449219
Earth Penumbral   Sep 05 2022 05:55:00.949246500   Sep 05 2022 06:28:17.384793375      33.273925781
Earth Umbral      Sep 05 2022 05:55:11.847684000   Sep 05 2022 06:28:06.486355875      32.910644531
Earth Umbral      Sep 05 2022 07:28:06.046902750   Sep 05 2022 08:00:57.697293375      32.860839844
Earth Penumbral   Sep 05 2022 07:27:55.148465250   Sep 05 2022 08:01:08.595730875      33.224121094
Earth Umbral      Sep 05 2022 09:01:00.246121500   Sep 05 2022 09:33:48.908230875      32.811035156
Earth Penumbral   Sep 05 2022 09:00:49.259793375   Sep 05 2022 09:33:59.894559000      33.177246094
Earth Penumbral   Sep 05 2022 10:33:43.546902750   Sep 05 2022 11:06:51.193387125      33.127441406
Earth Umbral      Sep 05 2022 10:33:54.533230875   Sep 05 2022 11:06:40.207059000      32.761230469
Earth Penumbral   Sep 05 2022 12:06:37.834012125   Sep 05 2022 12:39:42.492215250      33.077636719
Earth Umbral      Sep 05 2022 12:06:48.908230875   Sep 05 2022 12:39:31.505887125      32.709960938
Earth Penumbral   Sep 05 2022 13:39:32.209012125   Sep 05 2022 14:12:33.878934000      33.027832031
Earth Umbral      Sep 05 2022 13:39:43.371121500   Sep 05 2022 14:12:22.804715250      32.657226563
Earth Penumbral   Sep 05 2022 15:12:26.671902750   Sep 05 2022 15:45:25.177762125      32.975097656
Earth Umbral      Sep 05 2022 15:12:37.834012125   Sep 05 2022 15:45:14.103543375      32.604492188
Earth Penumbral   Sep 05 2022 16:45:21.134793375   Sep 05 2022 17:18:16.564480875      32.923828125
Earth Umbral      Sep 05 2022 16:45:32.296902750   Sep 05 2022 17:18:05.402371500      32.551757813
Earth Penumbral   Sep 05 2022 18:18:15.597684000   Sep 05 2022 18:51:07.951199625      32.872558594
Earth Umbral      Sep 05 2022 18:18:26.847684000   Sep 05 2022 18:50:56.701199625      32.497558594
Earth Penumbral   Sep 05 2022 19:51:10.148465250   Sep 05 2022 20:23:59.337918375      32.819824219
Earth Umbral      Sep 05 2022 19:51:21.486355875   Sep 05 2022 20:23:48.087918375      32.443359375
Earth Penumbral   Sep 05 2022 21:24:04.699246500   Sep 05 2022 21:56:50.724637125      32.767089844
Earth Umbral      Sep 05 2022 21:24:16.037137125   Sep 05 2022 21:56:39.386746500      32.389160156
Earth Penumbral   Sep 05 2022 22:56:59.162137125   Sep 05 2022 23:29:42.023465250      32.714355469
Earth Umbral      Sep 05 2022 22:57:10.587918375   Sep 05 2022 23:29:30.685574625      32.334960938
Earth Umbral      Sep 06 2022 00:30:05.314480875   Sep 06 2022 01:02:21.984402750      32.277832031
Earth Penumbral   Sep 06 2022 00:29:53.800809000   Sep 06 2022 01:02:33.410184000      32.660156250
Earth Penumbral   Sep 06 2022 02:02:48.615262125   Sep 06 2022 02:35:24.972684000      32.605957031
Earth Umbral      Sep 06 2022 02:03:00.128934000   Sep 06 2022 02:35:13.459012125      32.222167969
Earth Penumbral   Sep 06 2022 03:35:43.517605875   Sep 06 2022 04:08:16.623074625      32.551757813
Earth Umbral      Sep 06 2022 03:35:55.119168375   Sep 06 2022 04:08:05.021512125      32.165039063
Earth Penumbral   Sep 06 2022 05:08:38.419949625   Sep 06 2022 05:41:08.185574625      32.496093750
Earth Umbral      Sep 06 2022 05:08:50.021512125   Sep 06 2022 05:40:56.584012125      32.109375000
Earth Penumbral   Sep 06 2022 06:41:33.234402750   Sep 06 2022 07:13:59.660184000      32.440429688
Earth Umbral      Sep 06 2022 06:41:44.923855875   Sep 06 2022 07:13:47.970730875      32.050781250
Earth Penumbral   Sep 06 2022 08:14:28.048855875   Sep 06 2022 08:46:51.046902750      32.383300781
Earth Umbral      Sep 06 2022 08:14:39.738309000   Sep 06 2022 08:46:39.357449625      31.993652344
Earth Penumbral   Sep 06 2022 09:47:22.863309000   Sep 06 2022 10:19:42.521512125      32.327636719
Earth Umbral      Sep 06 2022 09:47:34.640652750   Sep 06 2022 10:19:30.744168375      31.935058594
Earth Penumbral   Sep 06 2022 11:20:17.853543375   Sep 06 2022 11:52:34.084012125      32.270507813
Earth Umbral      Sep 06 2022 11:20:29.630887125   Sep 06 2022 11:52:22.306668375      31.877929688
Earth Penumbral   Sep 06 2022 12:53:12.843777750   Sep 06 2022 13:25:25.734402750      32.214843750
Earth Umbral      Sep 06 2022 12:53:24.709012125   Sep 06 2022 13:25:13.781277750      31.817871094
Earth Penumbral   Sep 06 2022 14:26:07.834012125   Sep 06 2022 14:58:17.296902750      32.157714844
Earth Umbral      Sep 06 2022 14:26:19.787137125   Sep 06 2022 14:58:05.343777750      31.759277344
Earth Umbral      Sep 06 2022 15:59:14.953152750   Sep 06 2022 16:30:56.818387125      31.697753906
Earth Penumbral   Sep 06 2022 15:59:02.912137125   Sep 06 2022 16:31:08.859402750      32.099121094
Earth Umbral      Sep 06 2022 17:32:10.207059000   Sep 06 2022 18:03:48.380887125      31.636230469
Earth Penumbral   Sep 06 2022 17:31:58.078152750   Sep 06 2022 18:04:00.421902750      32.039062500
Earth Penumbral   Sep 06 2022 19:04:53.332059000   Sep 06 2022 19:36:52.072293375      31.979003906
Earth Umbral      Sep 06 2022 19:05:05.460965250   Sep 06 2022 19:36:40.031277750      31.576171875
Earth Penumbral   Sep 06 2022 20:37:48.498074625   Sep 06 2022 21:09:43.722684000      31.920410156
